Drug1,Drug2,Cell line,ZIP,classification
doxorubicin hydrochloride,bleomycin,SF539_CENTRAL_NERVOUS_SYSTEM,-5.94,antagonism
NSC606869,doxorubicin hydrochloride,LOXIMVI_SKIN,-8.08,antagonism
Xeloda (Roche,7-ethyl-10-hydroxycamptothecin,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11.11,synergy
raloxifene,Xeloda (Roche,SW620_LARGE_INTESTINE,5.76,synergy
NSC105014,streptozotocine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-11.65,antagonism
everolimus,streptozotocine,LOXIMVI_SKIN,-5.85,antagonism
Xeloda (Roche,streptozotocine,OVCAR8_OVARY,11.54,synergy
doxorubicin hydrochloride,vinblastine sulfate,EKVX_LUNG,-5.91,antagonism
everolimus,bleomycin,HOP92_LUNG,-9.84,antagonism
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,NCIH23_LUNG,-5.15,antagonism
NSC105014,everolimus,A549_LUNG,-9.28,antagonism
vinblastine sulfate,streptozotocine,HT29_LARGE_INTESTINE,-8.3,antagonism
2-fluoroadenosine,NSC132361,HCT116_LARGE_INTESTINE,-6.52,antagonism
raloxifene,vinblastine sulfate,MDAMB435S_SKIN,9.99,synergy
NSC606869,bleomycin,UACC62_SKIN,-6.49,antagonism
NSC105014,streptozotocine,SF295_CENTRAL_NERVOUS_SYSTEM,-5.7,antagonism
7-ethyl-10-hydroxycamptothecin,streptozotocine,HOP62_LUNG,-9.98,antagonism
NSC105014,NSC606869,OVCAR4_OVARY,-5.1,antagonism
2-fluoroadenosine,vinblastine sulfate,786O_KIDNEY,6.57,synergy
vinblastine sulfate,7-ethyl-10-hydroxycamptothecin,PC3_PROSTATE,-5.12,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,T47D_BREAST,-10.01,antagonism
everolimus,doxorubicin hydrochloride,NCIH23_LUNG,-6.24,antagonism
everolimus,doxorubicin hydrochloride,PC3_PROSTATE,-5.61,antagonism
vinblastine sulfate,7-ethyl-10-hydroxycamptothecin,NCIH23_LUNG,-6.66,antagonism
2-fluoroadenosine,bleomycin,HCT15_LARGE_INTESTINE,-7.08,antagonism
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,MALME3M_SKIN,-9.22,antagonism
NSC105014,7-ethyl-10-hydroxycamptothecin,ACHN_KIDNEY,-7.27,antagonism
NSC606869,everolimus,NCIH2122_LUNG,-6.73,antagonism
Xeloda (Roche,doxorubicin hydrochloride,MDAMB231_BREAST,-6.03,antagonism
7-ethyl-10-hydroxycamptothecin,everolimus,HS578T_BREAST,-8.6,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,KM12_LARGE_INTESTINE,-6.01,antagonism
NSC105014,7-ethyl-10-hydroxycamptothecin,PC3_PROSTATE,-7.58,antagonism
NSC105014,7-ethyl-10-hydroxycamptothecin,MALME3M_SKIN,-11.04,antagonism
2-fluoroadenosine,bleomycin,HOP92_LUNG,-8.33,antagonism
NSC132361,doxorubicin hydrochloride,MDAMB468_BREAST,-5.47,antagonism
NSC132361,doxorubicin hydrochloride,UACC62_SKIN,-11.18,antagonism
everolimus,doxorubicin hydrochloride,786O_KIDNEY,-10.07,antagonism
NSC132361,Xeloda (Roche,786O_KIDNEY,7.74,synergy
doxorubicin hydrochloride,streptozotocine,SKMEL28_SKIN,-6.26,antagonism
5-fluorouracil,bleomycin,NCIH2122_LUNG,-11.12,antagonism
NSC105014,doxorubicin hydrochloride,HOP62_LUNG,-5.54,antagonism
raloxifene,NSC606869,UO31_KIDNEY,-9.24,antagonism
Xeloda (Roche,7-ethyl-10-hydroxycamptothecin,MALME3M_SKIN,-5.48,antagonism
NSC105014,doxorubicin hydrochloride,HOP92_LUNG,-12.67,antagonism
7-ethyl-10-hydroxycamptothecin,everolimus,NCIH460_LUNG,-5.15,antagonism
NSC105014,bleomycin,SKOV3_OVARY,-6.78,antagonism
bleomycin,streptozotocine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.04,antagonism
doxorubicin hydrochloride,etoposide,U251MG_CENTRAL_NERVOUS_SYSTEM,13.51,synergy
NSC105014,vinblastine sulfate,MALME3M_SKIN,-10.89,antagonism
bleomycin,streptozotocine,HCT15_LARGE_INTESTINE,8.97,synergy
NSC132361,doxorubicin hydrochloride,MDAMB435S_SKIN,-5.51,antagonism
5-fluorouracil,bleomycin,LOXIMVI_SKIN,-6.74,antagonism
NSC132361,bleomycin,HOP62_LUNG,-9.89,antagonism
vinblastine sulfate,streptozotocine,MDAMB435S_SKIN,-8.14,antagonism
NSC105014,NSC606869,PC3_PROSTATE,-5.53,antagonism
everolimus,bleomycin,SNB75_CENTRAL_NERVOUS_SYSTEM,-9.26,antagonism
NSC105014,doxorubicin hydrochloride,MALME3M_SKIN,-9.67,antagonism
doxorubicin hydrochloride,etoposide,SF539_CENTRAL_NERVOUS_SYSTEM,12.02,synergy
NSC606869,7-ethyl-10-hydroxycamptothecin,BT549_BREAST,-9.64,antagonism
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,PC3_PROSTATE,-7.53,antagonism
2-fluoroadenosine,doxorubicin hydrochloride,NCIH23_LUNG,-11.77,antagonism
doxorubicin hydrochloride,bleomycin,U251MG_CENTRAL_NERVOUS_SYSTEM,-6.47,antagonism
bleomycin,streptozotocine,SKMEL5_SKIN,-5.98,antagonism
NSC606869,streptozotocine,ACHN_KIDNEY,-6.5,antagonism
doxorubicin hydrochloride,etoposide,BT549_BREAST,7.07,synergy
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,HOP62_LUNG,-6.81,antagonism
doxorubicin hydrochloride,vinblastine sulfate,MDAMB231_BREAST,-8.29,antagonism
Xeloda (Roche,doxorubicin hydrochloride,UACC62_SKIN,-9.36,antagonism
Xeloda (Roche,streptozotocine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.81,synergy
NSC105014,7-ethyl-10-hydroxycamptothecin,NCIH23_LUNG,-6.26,antagonism
NSC105014,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,-5.45,antagonism
7-ethyl-10-hydroxycamptothecin,everolimus,SW620_LARGE_INTESTINE,-10.64,antagonism
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,PC3_PROSTATE,-5.46,antagonism
Xeloda (Roche,bleomycin,UO31_KIDNEY,-6.38,antagonism
NSC105014,NSC606869,HOP92_LUNG,-7.07,antagonism
doxorubicin hydrochloride,etoposide,HT29_LARGE_INTESTINE,9.1,synergy
NSC105014,NSC132361,786O_KIDNEY,-6.88,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,SF539_CENTRAL_NERVOUS_SYSTEM,-6.97,antagonism
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,SF539_CENTRAL_NERVOUS_SYSTEM,-5.46,antagonism
doxorubicin hydrochloride,bleomycin,OVCAR4_OVARY,-6.57,antagonism
2-fluoroadenosine,NSC606869,SKOV3_OVARY,-9.06,antagonism
NSC132361,7-ethyl-10-hydroxycamptothecin,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,20.86,synergy
doxorubicin hydrochloride,bleomycin,NCIH522_LUNG,-12.43,antagonism
NSC606869,bleomycin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.2,synergy
Xeloda (Roche,doxorubicin hydrochloride,786O_KIDNEY,-5.62,antagonism
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,HCT15_LARGE_INTESTINE,-5.31,antagonism
everolimus,bleomycin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.29,antagonism
etoposide,bleomycin,IGROV1_OVARY,-7.75,antagonism
NSC105014,vinblastine sulfate,SF539_CENTRAL_NERVOUS_SYSTEM,-5.23,antagonism
NSC105014,bleomycin,A498_KIDNEY,-7.99,antagonism
NSC105014,2-fluoroadenosine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.51,synergy
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,ACHN_KIDNEY,-10.34,antagonism
NSC105014,2-fluoroadenosine,NCIH23_LUNG,-5.17,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,A498_KIDNEY,-5.13,antagonism
doxorubicin hydrochloride,bleomycin,NCIH226_LUNG,7.4,synergy
vinblastine sulfate,7-ethyl-10-hydroxycamptothecin,CAKI1_KIDNEY,9.87,synergy
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,NCIH522_LUNG,-9.17,antagonism
NSC105014,NSC132361,U251MG_CENTRAL_NERVOUS_SYSTEM,-7.18,antagonism
5-fluorouracil,NSC132361,MDAMB468_BREAST,-9.43,antagonism
NSC105014,Xeloda (Roche,OVCAR8_OVARY,-5.5,antagonism
raloxifene,streptozotocine,HCT116_LARGE_INTESTINE,8.34,synergy
NSC105014,vinblastine sulfate,NCIH522_LUNG,-7.35,antagonism
Xeloda (Roche,streptozotocine,HOP62_LUNG,16.01,synergy
NSC132361,doxorubicin hydrochloride,PC3_PROSTATE,-5.45,antagonism
everolimus,bleomycin,MCF7_BREAST,-5.98,antagonism
2-fluoroadenosine,everolimus,UO31_KIDNEY,-6.17,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,SKOV3_OVARY,-8.74,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,PC3_PROSTATE,-6.02,antagonism
doxorubicin hydrochloride,etoposide,MDAMB468_BREAST,8.66,synergy
etoposide,NSC132361,A549_LUNG,5.52,synergy
NSC606869,vinblastine sulfate,KM12_LARGE_INTESTINE,5.67,synergy
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,NCIH2122_LUNG,-10.06,antagonism
2-fluoroadenosine,everolimus,U251MG_CENTRAL_NERVOUS_SYSTEM,9.94,synergy
NSC105014,streptozotocine,U251MG_CENTRAL_NERVOUS_SYSTEM,-8.67,antagonism
2-fluoroadenosine,doxorubicin hydrochloride,MDAMB231_BREAST,-9.25,antagonism
7-ethyl-10-hydroxycamptothecin,streptozotocine,BT549_BREAST,-7.68,antagonism
NSC132361,doxorubicin hydrochloride,U251MG_CENTRAL_NERVOUS_SYSTEM,-6.46,antagonism
NSC132361,doxorubicin hydrochloride,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.07,antagonism
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,NCIH23_LUNG,6.19,synergy
NSC132361,vinblastine sulfate,A498_KIDNEY,-5.38,antagonism
Xeloda (Roche,NSC606869,MDAMB231_BREAST,-6.83,antagonism
doxorubicin hydrochloride,raloxifene,MDAMB435S_SKIN,7.97,synergy
everolimus,doxorubicin hydrochloride,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.2,antagonism
doxorubicin hydrochloride,vinblastine sulfate,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.42,antagonism
everolimus,bleomycin,MDAMB468_BREAST,-10.08,antagonism
NSC132361,7-ethyl-10-hydroxycamptothecin,NCIH23_LUNG,-7.07,antagonism
2-fluoroadenosine,bleomycin,DU145_PROSTATE,-5.83,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,OVCAR4_OVARY,-5.61,antagonism
2-fluoroadenosine,bleomycin,T47D_BREAST,-5.12,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.94,synergy
everolimus,streptozotocine,SF295_CENTRAL_NERVOUS_SYSTEM,-7.72,antagonism
vinblastine sulfate,NSC606869,SKOV3_OVARY,-6.59,antagonism
doxorubicin hydrochloride,streptozotocine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.68,antagonism
NSC105014,everolimus,NCIH522_LUNG,-9.24,antagonism
5-fluorouracil,NSC132361,PC3_PROSTATE,-6.32,antagonism
NSC105014,NSC132361,HOP92_LUNG,-6.35,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,SKMEL28_SKIN,-9.48,antagonism
bleomycin,vinblastine sulfate,MDAMB231_BREAST,-5.81,antagonism
raloxifene,everolimus,A498_KIDNEY,-5.23,antagonism
everolimus,bleomycin,HOP62_LUNG,-10.78,antagonism
raloxifene,bleomycin,SKMEL5_SKIN,5.24,synergy
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,SF295_CENTRAL_NERVOUS_SYSTEM,-6.01,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,MDAMB231_BREAST,-6.62,antagonism
bleomycin,vinblastine sulfate,IGROV1_OVARY,-9.19,antagonism
raloxifene,7-ethyl-10-hydroxycamptothecin,A498_KIDNEY,-9.14,antagonism
7-ethyl-10-hydroxycamptothecin,everolimus,HT29_LARGE_INTESTINE,-8.29,antagonism
raloxifene,NSC132361,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.51,synergy
raloxifene,Xeloda (Roche,T47D_BREAST,-5.9,antagonism
raloxifene,7-ethyl-10-hydroxycamptothecin,HT29_LARGE_INTESTINE,-6.39,antagonism
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,KM12_LARGE_INTESTINE,12.07,synergy
NSC606869,7-ethyl-10-hydroxycamptothecin,IGROV1_OVARY,-5.5,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,KM12_LARGE_INTESTINE,-10.92,antagonism
NSC606869,doxorubicin hydrochloride,BT549_BREAST,-8.58,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,NCIH226_LUNG,-6.95,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,MCF7_BREAST,-7.31,antagonism
raloxifene,NSC132361,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,13.57,synergy
Xeloda (Roche,doxorubicin hydrochloride,SKMEL5_SKIN,-8.59,antagonism
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,SKMEL28_SKIN,-6.55,antagonism
everolimus,bleomycin,SKOV3_OVARY,-7.18,antagonism
NSC132361,streptozotocine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.13,antagonism
2-fluoroadenosine,doxorubicin hydrochloride,SKMEL28_SKIN,-5.31,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,T47D_BREAST,7.12,synergy
doxorubicin hydrochloride,vinblastine sulfate,HT29_LARGE_INTESTINE,6.68,synergy
7-ethyl-10-hydroxycamptothecin,everolimus,CAKI1_KIDNEY,-5.59,antagonism
raloxifene,NSC105014,CAKI1_KIDNEY,-5.65,antagonism
NSC105014,bleomycin,EKVX_LUNG,7.41,synergy
bleomycin,streptozotocine,T47D_BREAST,-5.96,antagonism
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,T47D_BREAST,-7.89,antagonism
doxorubicin hydrochloride,streptozotocine,HCT15_LARGE_INTESTINE,5.41,synergy
vinblastine sulfate,NSC606869,HT29_LARGE_INTESTINE,5.29,synergy
2-fluoroadenosine,doxorubicin hydrochloride,A549_LUNG,-5.65,antagonism
raloxifene,5-fluorouracil,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.61,antagonism
everolimus,bleomycin,HT29_LARGE_INTESTINE,-7.81,antagonism
raloxifene,Xeloda (Roche,BT549_BREAST,5.12,synergy
5-fluorouracil,NSC132361,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.42,antagonism
NSC606869,vinblastine sulfate,HOP92_LUNG,5.01,synergy
raloxifene,2-fluoroadenosine,SW620_LARGE_INTESTINE,5.52,synergy
everolimus,streptozotocine,SKOV3_OVARY,-7.34,antagonism
NSC606869,doxorubicin hydrochloride,SF539_CENTRAL_NERVOUS_SYSTEM,-7.19,antagonism
2-fluoroadenosine,bleomycin,HOP62_LUNG,-8.41,antagonism
2-fluoroadenosine,vinblastine sulfate,NCIH522_LUNG,-5.93,antagonism
Xeloda (Roche,7-ethyl-10-hydroxycamptothecin,MDAMB468_BREAST,6.36,synergy
7-ethyl-10-hydroxycamptothecin,streptozotocine,NCIH2122_LUNG,-9.28,antagonism
2-fluoroadenosine,everolimus,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.05,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,786O_KIDNEY,-12.17,antagonism
everolimus,doxorubicin hydrochloride,SF539_CENTRAL_NERVOUS_SYSTEM,-5.94,antagonism
doxorubicin hydrochloride,5-fluorouracil,NCIH522_LUNG,-8.22,antagonism
raloxifene,streptozotocine,MDAMB435S_SKIN,9.08,synergy
raloxifene,streptozotocine,A549_LUNG,5.37,synergy
etoposide,NSC132361,KM12_LARGE_INTESTINE,-9.14,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,DU145_PROSTATE,-7.17,antagonism
etoposide,NSC132361,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.48,synergy
Xeloda (Roche,doxorubicin hydrochloride,MDAMB468_BREAST,-10.11,antagonism
NSC105014,bleomycin,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.85,antagonism
NSC132361,NSC606869,DU145_PROSTATE,6.2,synergy
everolimus,bleomycin,DU145_PROSTATE,-7.01,antagonism
raloxifene,NSC132361,HS578T_BREAST,5.12,synergy
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,MDAMB231_BREAST,-5.99,antagonism
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,MALME3M_SKIN,-7.16,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,NCIH460_LUNG,-5.78,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,PC3_PROSTATE,-7,antagonism
Xeloda (Roche,doxorubicin hydrochloride,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.44,synergy
everolimus,doxorubicin hydrochloride,HS578T_BREAST,-10.85,antagonism
NSC606869,doxorubicin hydrochloride,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.91,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,MALME3M_SKIN,-5.34,antagonism
raloxifene,bleomycin,LOXIMVI_SKIN,-5.25,antagonism
NSC132361,vinblastine sulfate,SKOV3_OVARY,-5.72,antagonism
NSC105014,doxorubicin hydrochloride,SF539_CENTRAL_NERVOUS_SYSTEM,-7.75,antagonism
raloxifene,etoposide,T47D_BREAST,-11.45,antagonism
NSC606869,doxorubicin hydrochloride,MDAMB468_BREAST,-11.84,antagonism
raloxifene,vinblastine sulfate,PC3_PROSTATE,10.77,synergy
7-ethyl-10-hydroxycamptothecin,bleomycin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.84,antagonism
Xeloda (Roche,doxorubicin hydrochloride,HOP92_LUNG,-8.61,antagonism
NSC105014,doxorubicin hydrochloride,NCIH2122_LUNG,-6.23,antagonism
everolimus,bleomycin,A549_LUNG,-5.67,antagonism
NSC606869,bleomycin,SKMEL5_SKIN,-7,antagonism
5-fluorouracil,NSC606869,UACC257_SKIN,-7.32,antagonism
5-fluorouracil,bleomycin,NCIH226_LUNG,-5.54,antagonism
NSC132361,vinblastine sulfate,NCIH2122_LUNG,-6.02,antagonism
raloxifene,Xeloda (Roche,KM12_LARGE_INTESTINE,5.76,synergy
2-fluoroadenosine,vinblastine sulfate,MDAMB435S_SKIN,-5.39,antagonism
NSC606869,everolimus,CAKI1_KIDNEY,-9.24,antagonism
raloxifene,vinblastine sulfate,NCIH2122_LUNG,10.84,synergy
vinblastine sulfate,NSC606869,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.39,antagonism
NSC606869,everolimus,T47D_BREAST,-9.66,antagonism
NSC105014,doxorubicin hydrochloride,UACC62_SKIN,-9.83,antagonism
Xeloda (Roche,doxorubicin hydrochloride,CAKI1_KIDNEY,-9.1,antagonism
7-ethyl-10-hydroxycamptothecin,everolimus,T47D_BREAST,-9.22,antagonism
raloxifene,2-fluoroadenosine,EKVX_LUNG,6.82,synergy
7-ethyl-10-hydroxycamptothecin,everolimus,A549_LUNG,-8.37,antagonism
Xeloda (Roche,doxorubicin hydrochloride,HOP62_LUNG,-7.2,antagonism
NSC132361,bleomycin,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.88,antagonism
NSC606869,bleomycin,HCT15_LARGE_INTESTINE,-7.65,antagonism
NSC606869,doxorubicin hydrochloride,MDAMB231_BREAST,-8.02,antagonism
etoposide,bleomycin,PC3_PROSTATE,-7.11,antagonism
raloxifene,everolimus,NCIH2122_LUNG,8.03,synergy
everolimus,doxorubicin hydrochloride,BT549_BREAST,-5.69,antagonism
raloxifene,streptozotocine,HOP62_LUNG,8.06,synergy
raloxifene,NSC606869,SF539_CENTRAL_NERVOUS_SYSTEM,-6.01,antagonism
raloxifene,vinblastine sulfate,KM12_LARGE_INTESTINE,7.74,synergy
2-fluoroadenosine,vinblastine sulfate,HCT116_LARGE_INTESTINE,-5.69,antagonism
NSC105014,everolimus,T47D_BREAST,-8.84,antagonism
NSC105014,bleomycin,SKMEL28_SKIN,-6.42,antagonism
NSC105014,bleomycin,NCIH226_LUNG,-5.14,antagonism
NSC105014,doxorubicin hydrochloride,LOXIMVI_SKIN,-13.42,antagonism
2-fluoroadenosine,bleomycin,MDAMB468_BREAST,-5.81,antagonism
doxorubicin hydrochloride,bleomycin,SKOV3_OVARY,-7.53,antagonism
7-ethyl-10-hydroxycamptothecin,everolimus,SKOV3_OVARY,-6.66,antagonism
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,MDAMB468_BREAST,-7.58,antagonism
vinblastine sulfate,Xeloda (Roche,MDAMB435S_SKIN,-5.44,antagonism
etoposide,NSC132361,HOP92_LUNG,-5.78,antagonism
etoposide,NSC132361,SKMEL5_SKIN,-5.06,antagonism
NSC105014,doxorubicin hydrochloride,HS578T_BREAST,-7.81,antagonism
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,HOP62_LUNG,-5.8,antagonism
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,UACC62_SKIN,-5.69,antagonism
raloxifene,7-ethyl-10-hydroxycamptothecin,T47D_BREAST,-6.58,antagonism
everolimus,bleomycin,786O_KIDNEY,-13.34,antagonism
raloxifene,Xeloda (Roche,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.17,synergy
7-ethyl-10-hydroxycamptothecin,vinblastine sulfate,SKMEL5_SKIN,-6.35,antagonism
NSC132361,Xeloda (Roche,HT29_LARGE_INTESTINE,7.28,synergy
everolimus,doxorubicin hydrochloride,HOP62_LUNG,-9.49,antagonism
etoposide,bleomycin,MDAMB468_BREAST,-7.46,antagonism
etoposide,NSC132361,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.35,synergy
everolimus,doxorubicin hydrochloride,HOP92_LUNG,-8.53,antagonism
Xeloda (Roche,7-ethyl-10-hydroxycamptothecin,SW620_LARGE_INTESTINE,6.96,synergy
5-fluorouracil,bleomycin,MDAMB231_BREAST,-11.65,antagonism
NSC606869,bleomycin,786O_KIDNEY,-7.23,antagonism
raloxifene,streptozotocine,HT29_LARGE_INTESTINE,8.67,synergy
etoposide,bleomycin,HS578T_BREAST,-6.38,antagonism
NSC606869,7-ethyl-10-hydroxycamptothecin,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.73,antagonism
raloxifene,bleomycin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,15.93,synergy
5-fluorouracil,bleomycin,PC3_PROSTATE,-7.67,antagonism
etoposide,bleomycin,SKMEL28_SKIN,-6.6,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,A549_LUNG,-11.07,antagonism
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-15.06,antagonism
NSC105014,streptozotocine,MDAMB435S_SKIN,-8.21,antagonism
5-fluorouracil,NSC132361,A498_KIDNEY,7.16,synergy
raloxifene,bleomycin,MDAMB435S_SKIN,5.62,synergy
vinblastine sulfate,NSC606869,CAKI1_KIDNEY,-7.34,antagonism
everolimus,doxorubicin hydrochloride,MDAMB468_BREAST,-6.87,antagonism
NSC132361,streptozotocine,OVCAR8_OVARY,15.11,synergy
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,786O_KIDNEY,-8.01,antagonism
NSC132361,bleomycin,UO31_KIDNEY,-6.53,antagonism
7-ethyl-10-hydroxycamptothecin,doxorubicin hydrochloride,UACC257_SKIN,-6.87,antagonism
doxorubicin hydrochloride,etoposide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.67,synergy
NSC105014,vinblastine sulfate,MDAMB435S_SKIN,-14.47,antagonism
everolimus,doxorubicin hydrochloride,MDAMB231_BREAST,-8.7,antagonism
NSC132361,bleomycin,A549_LUNG,-9.64,antagonism
NSC132361,doxorubicin hydrochloride,BT549_BREAST,-7.73,antagonism
everolimus,streptozotocine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.48,antagonism
7-ethyl-10-hydroxycamptothecin,streptozotocine,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.05,antagonism
NSC132361,everolimus,U251MG_CENTRAL_NERVOUS_SYSTEM,8.8,synergy
7-ethyl-10-hydroxycamptothecin,everolimus,OVCAR8_OVARY,5.13,synergy
2-fluoroadenosine,vinblastine sulfate,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.95,synergy
NSC606869,everolimus,NCIH522_LUNG,-5.21,antagonism
NSC606869,bleomycin,UO31_KIDNEY,-8.59,antagonism
2-fluoroadenosine,bleomycin,KM12_LARGE_INTESTINE,-7.19,antagonism
NSC132361,doxorubicin hydrochloride,KM12_LARGE_INTESTINE,-8.77,antagonism
NSC105014,streptozotocine,KM12_LARGE_INTESTINE,-5.52,antagonism
everolimus,bleomycin,U251MG_CENTRAL_NERVOUS_SYSTEM,-9.13,antagonism
raloxifene,vinblastine sulfate,A498_KIDNEY,-5.63,antagonism
raloxifene,etoposide,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.12,synergy
NSC105014,doxorubicin hydrochloride,A549_LUNG,-9.93,antagonism
2-fluoroadenosine,Xeloda (Roche,SKOV3_OVARY,-5.06,antagonism
2-fluoroadenosine,doxorubicin hydrochloride,LOXIMVI_SKIN,-8.85,antagonism
2-fluoroadenosine,bleomycin,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,9.52,synergy
5-fluorouracil,bleomycin,IGROV1_OVARY,-5.73,antagonism
raloxifene,vinblastine sulfate,DU145_PROSTATE,8.28,synergy
NSC105014,bleomycin,CAKI1_KIDNEY,-9.99,antagonism
Xeloda (Roche,bleomycin,HOP62_LUNG,-9.76,antagonism
raloxifene,vinblastine sulfate,HT29_LARGE_INTESTINE,10.24,synergy
NSC132361,bleomycin,CAKI1_KIDNEY,-5.8,antagonism
raloxifene,vinblastine sulfate,NCIH460_LUNG,12.32,synergy
bleomycin,vinblastine sulfate,EKVX_LUNG,-6.16,antagonism
etoposide,NSC132361,PC3_PROSTATE,-6.23,antagonism
everolimus,doxorubicin hydrochloride,MALME3M_SKIN,-5.85,antagonism
2-fluoroadenosine,7-ethyl-10-hydroxycamptothecin,NCIH522_LUNG,-5.05,antagonism
7-ethyl-10-hydroxycamptothecin,bleomycin,HOP92_LUNG,-11.81,antagonism
NSC105014,doxorubicin hydrochloride,IGROV1_OVARY,-7.59,antagonism
raloxifene,etoposide,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.69,antagonism
doxorubicin hydrochloride,vinblastine sulfate,HCT15_LARGE_INTESTINE,-5.42,antagonism
2-fluoroadenosine,doxorubicin hydrochloride,HOP92_LUNG,-9.91,antagonism
